"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30","Проверить 6 общих ссылок в боковом меню При клике на ""Новости"" переходит на cbr.ru/news","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","17","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","14","Проверить кликабельность логотипа","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderTests","checkClickableLogoTest"
"","20","Быстрый поиск на главной странице","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderTests","quickSearchTest"
"","476","Проверить фильтр поиска по региону организаций по региону ""Алтайский край"" должен показать не пустой список","","Sun Feb 16 15:18:25 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","25","Проверить фильтр поиска ""Статус вида деятельности"" ""Все"" должен показать не пустой список","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","51","Проверить фильтр поиска по региону организаций по региону ""Ярославская область"" должен показать не пустой список","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","30","Проверить заголовки верхнего уровня","","Sun Feb 16 15:18:27 GMT 2025","broken","Sun Feb 16 15:18:27 GMT 2025","","Проверка страницы ""Карта сайта""","tests.SiteMapTests","mainGroupsTest"
"","37","Проверить 6 общих ссылок в боковом меню При клике на ""Контактная информация"" переходит на cbr.ru/contacts","","Sun Feb 16 15:18:27 GMT 2025","broken","Sun Feb 16 15:18:27 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","28","Проверить фильтр поиска ""Статус вида деятельности"" ""Не действует"" должен показать не пустой список","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","16","Проверка номеров телефонов в футере","","Sun Feb 16 15:18:26 GMT 2025","broken","Sun Feb 16 15:18:26 GMT 2025","","Проверка футера сайта (нижний блок)","tests.FooterTests","footerPhoneNumberTest"
