"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","430","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Алтайский край"" должен показать не пустой список","","Sat Feb 01 20:02:48 GMT 2025","broken","Sat Feb 01 20:02:48 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","42","Проверка заголовков верхнего уровня","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка страницы ""Карта сайта""","tests.SiteMapTests","mainGroupsTest"
"","32","В боковом меню 6 общих ссылок работают При клике на ""О сайте"" переходит на cbr.ru/about","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","28","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","22","В боковом меню 6 общих ссылок работают При клике на ""Решения Банка России"" переходит на cbr.ru/rbr","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","31","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Не действует"" должен показать не пустой список","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","28","Проверка номеров телефонов в футере","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка футера сайта (нижний блок)","tests.FooterBlockTests","footerPhoneNumberTest"
"","16","Быстрый поиск на главной странице","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderBlockTests","quickSearchTest"
"","36","Переключение языка (RU -> EN, EN -> RU)","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderBlockTests","switchLocaleTest"
"","22","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""город Москва"" должен показать не пустой список","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","32","В боковом меню 6 общих ссылок работают При клике на ""Карта сайта"" переходит на cbr.ru/sitemap","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","16","В боковом меню 6 общих ссылок работают При клике на ""Меры защиты финансового рынка"" переходит на cbr.ru/support_measures","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","26","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Все"" должен показать не пустой список","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","30","В боковом меню 6 общих ссылок работают При клике на ""Новости"" переходит на cbr.ru/news","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","45","В боковом меню 6 общих ссылок работают При клике на ""Контактная информация"" переходит на cbr.ru/contacts","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","32","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ненецкий автономный округ"" должен показать не пустой список","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","14","Логотип кликабельный","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderBlockTests","checkClickableLogoTest"
"","29","Поиск организаций по неполному названию Запрос ""Петрокоммерц"" должен найти компанию ОАО Банк ""Петрокоммерц"" (ИНН/ОГРН 7707284568/1027739340584). Статус - Не действует","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","79","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ярославская область"" должен показать не пустой список","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","22","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Действует"" должен показать не пустой список","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","19","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Sat Feb 01 20:02:49 GMT 2025","broken","Sat Feb 01 20:02:49 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
