"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Проверить фильтр поиска ""Статус вида деятельности"" ""Не действует"" должен показать не пустой список","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","491","Проверить фильтр поиска по региону организаций по региону ""Алтайский край"" должен показать не пустой список","","Wed Feb 05 12:27:18 GMT 2025","broken","Wed Feb 05 12:27:18 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","24","Проверить 6 общих ссылок в боковом меню При клике на ""Карта сайта"" переходит на cbr.ru/sitemap","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","16","Проверить фильтр поиска ""Статус вида деятельности"" ""Действует"" должен показать не пустой список","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","18","Переключение языка (RU -> EN, EN -> RU)","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderTests","switchLocaleTest"
"","26","Проверить 6 общих ссылок в боковом меню При клике на ""Контактная информация"" переходит на cbr.ru/contacts","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","25","Быстрый поиск на главной странице","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderTests","quickSearchTest"
"","19","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","41","Проверить фильтр поиска по региону организаций по региону ""город Москва"" должен показать не пустой список","","Wed Feb 05 12:27:18 GMT 2025","broken","Wed Feb 05 12:27:18 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","44","Проверить фильтр поиска ""Статус вида деятельности"" ""Все"" должен показать не пустой список","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","39","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","20","Проверить 6 общих ссылок в боковом меню При клике на ""Меры защиты финансового рынка"" переходит на cbr.ru/support_measures","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","14","Проверка номеров телефонов в футере","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка футера сайта (нижний блок)","tests.FooterTests","footerPhoneNumberTest"
"","23","Проверить кликабельность логотипа","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка шапки сайта (верхний блок)","tests.HeaderTests","checkClickableLogoTest"
"","56","Проверить фильтр поиска по региону организаций по региону ""Ненецкий автономный округ"" должен показать не пустой список","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Поиск организаций, участников финансового рынка","tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","19","Проверить 6 общих ссылок в боковом меню При клике на ""Решения Банка России"" переходит на cbr.ru/rbr","","Wed Feb 05 12:27:19 GMT 2025","broken","Wed Feb 05 12:27:19 GMT 2025","","Проверка бокового меню","tests.OffsetMenuTests","offsetMenuQuickLinksTest"
